Facility,Industry,State,Latitude,Longitude,Total
3FORM,Plastics and Resins, UT,40.721389,-111.950833,1
3FORM,Plastics and Resins, UT,40.747628,-111.982193,1
3FORM,Textiles and Leather, UT,40.721389,-111.950833,1
3-FORM,Plastics and Resins, UT,40.739,-112.00576,1
3G INC,Chemical Mfg, CA,34.000593,-118.235711,1
3M,Paper Mills and Products, MA,42.163919,-70.901419,1
3M - BUILDING 76,Textiles and Leather, MN,44.943068,-93.07467,1
3M - FAIRMONT,Plastics and Resins, MN,43.65784,-94.44754,1
3M - FAIRMONT,Textiles and Leather, MN,43.65784,-94.44754,1
3M - GARDEN GROVE,Chemical Mfg, CA,33.78252,-118.00482,1
3M - HARTFORD CITY,Metal Machinery Mfg, IN,40.450051,-85.355891,1
3M - HARTFORD CITY,Paper Mills and Products, IN,40.450051,-85.355891,1
3M - HARTFORD CITY,Plastics and Resins, IN,40.450051,-85.355891,1
3M - HARTFORD CITY,Textiles and Leather, IN,40.450051,-85.355891,1
3M - SAINT PAUL MAIN PLANT,Paper Mills and Products, MN,44.963714,-93.063486,1
3M - ST PAUL FABRICATION SERVICES,Metal Machinery Mfg, MN,44.96886,-93.05887,1
3M - WOODBURY - BLDG 518,Plastics and Resins, MN,44.921917,-92.966291,1
3M (MINNESOTA MINING & MFG CO) - KNOXVILLE,Paper Mills and Products, IA,41.318143,-93.065738,1
3M ASTON,Plastics and Resins, PA,39.88054,-75.46053,1
3M ATLANTA,Paints and Coatings, GA,33.8019,-84.49567,1
3M CANOGA PARK,Electronics Industry, CA,34.22159,-118.59752,1
3M CANOGA PARK,Electronics Industry, CA,,-118.59821,1
3M CHARLOTTE,Plastics and Resins, NC,35.10561,-80.95942,1
3M CO,Chemical Mfg, NY,42.784539,-77.502787,1
3M CO,Electronics Industry, NJ,40.24101,-74.25517,1
3M CO,Metal Machinery Mfg, MA,42.38727,-71.13992,1
3M CO,Metal Machinery Mfg, NE,41.30694,-96.3379,1
3M CO,Paper Mills and Products, IL,41.766733,-87.805855,1
3M CO,Plastics and Resins, NE,41.30694,-96.3379,1
3M CO,Textiles and Leather, NE,41.30694,-96.3379,1
3M CO,Textiles and Leather, NJ,40.24101,-74.25517,1
3M CO - AUSTIN RESEARCH BOULEVARD SITE,Electronics Industry, TX,30.419577,-97.746551,1
3M CO - BROWNWOOD,Paints and Coatings, TX,31.671177,-98.996513,1
3M CO - BROWNWOOD,Plastics and Resins, TX,31.671177,-98.996513,1
3M CO - BROWNWOOD,Waste Management, TX,31.671177,-98.996513,1
3M CO - CYNTHIANA,Chemical Mfg, KY,38.374346,-84.29449,1
3M CO - CYNTHIANA,Paper Mills and Products, KY,38.374346,-84.29449,1
3M CO - CYNTHIANA,Plastics and Resins, KY,38.374346,-84.29449,1
3M CO - GUIN,Glass Products, AL,33.96548,-87.89936,1
3M CO - GUIN,Plastics and Resins, AL,33.96548,-87.89936,1
3M CO - MENOMONIE,Metal Coating, WI,44.89752,-91.87993,1
3M CO - MENOMONIE,Plastics and Resins, WI,44.89752,-91.87993,1
3M CO BRISTOL,Paper Mills and Products, PA,40.12751,-74.852234,1
3M CO ELECTRICAL PRODUCTS DIV,Plastics and Resins, MA,42.52687,-71.14568,1
3M CO GROVE CITY AC&S,Plastics and Resins, OH,39.879404,-83.09729,1
3M CO OPTICAL RECORDING DEPT,Electronics Industry, MN,45.04671,-93.053618,1
3M CO STATIC CONTROL SYSTEMS,Plastics and Resins, MA,42.59504,-71.32118,1
3M COMPANY,Chemical Mfg, AL,34.640278,-87.038333,1
3M COMPANY,Electronics Industry, MO,39.0073,-92.267226,1
3M COMPANY,Metal Coating, TX,30.3929,-97.70971,1
3M COMPANY,Metal Machinery Mfg, CA,34.13352,-117.99129,1
3M COMPANY,Metal Machinery Mfg, MN,44.950588,-92.996081,1
3M COMPANY,Metal Machinery Mfg, NJ,40.5154,-74.8172,1
3M COMPANY,Metal Machinery Mfg, SD,44.296035,-96.764546,1
3M COMPANY,Paints and Coatings, TX,29.16978,-95.4135,1
3M COMPANY,Paper Mills and Products, CA,34.13352,-117.99129,1
3M COMPANY,Paper Mills and Products, MN,44.950588,-92.996081,1
3M COMPANY,Paper Mills and Products, SD,44.296035,-96.764546,1
3M COMPANY,Paper Mills and Products, TN,36.105681,-84.107451,1
3M COMPANY,Plastics and Resins, AL,34.640278,-87.038333,1
3M COMPANY,Plastics and Resins, MN,44.950588,-92.996081,1
3M COMPANY,Plastics and Resins, MO,39.0073,-92.267226,1
3M COMPANY,Plastics and Resins, SD,44.296035,-96.764546,1
3M COMPANY,Plastics and Resins, TX,29.16978,-95.4135,1
3M COMPANY,Textiles and Leather, CA,34.13352,-117.99129,1
3M COMPANY,Textiles and Leather, SD,45.47113,-98.431292,1
3M COMPANY,Textiles and Leather, TN,36.27308,-86.66429,1
3M COMPANY -  AVIATION DEPT,Airports, MN,44.942037,-93.060996,1
3M COMPANY - PLANT #1,Plastics and Resins, WI,43.052397,-91.14779,1
3M COMPANY (VIA ACCUTEK),Textiles and Leather, CA,33.167535,-117.247452,1
3M COMPANY DBA 3M CLINTON,Textiles and Leather, TN,36.09526,-84.10623,1
3M COMPANY NEW ULM ELECTRICAL PRODUCTS DIVISION,Electronics Industry, MN,44.33096,-94.47573,1
3M COMPANY NEW ULM ELECTRICAL PRODUCTS DIVISION,Paints and Coatings, MN,44.33096,-94.47573,1
3M COMPANY-LANDFILL,Plastics and Resins, AL,33.966389,-87.902333,1
3M COMPANY-LANDFILL,Waste Management, AL,33.966389,-87.902333,1
3M COMPANY-SPECIALTY FILM DIVISION,Metal Machinery Mfg, SC,34.74411,-82.35851,1
3M COMPANY-SPECIALTY FILM DIVISION,Paper Mills and Products, SC,34.74411,-82.35851,1
3M COMPANY-SPECIALTY FILM DIVISION,Plastics and Resins, SC,34.74411,-82.35851,1
3M COPLEY SITE  *,Waste Management, OH,41.098261,-81.629501,1
3M CORDOVA,Chemical Mfg, IL,41.755,-90.284167,1
3M CORDOVA,Paints and Coatings, IL,41.755,-90.284167,1
3M CORDOVA,Plastics and Resins, IL,41.755,-90.284167,1
3M CORP (FORMERLYQUIN-T CORP NH),Paper Mills and Products, NH,43.46005,-71.55123,1
3M CORP TRIANGLE PLANT @ MID ATLANTIC IND PK,Electronics Industry, NJ,39.83007,-75.20203,1
3M CORP TRIANGLE PLANT @ MID ATLANTIC IND PK,Metal Coating, NJ,39.83007,-75.20203,1
3M COTTAGE GROVE CENTER,Chemical Mfg, MN,44.789444,-92.908333,1
3M COTTAGE GROVE CENTER,Electronics Industry, MN,44.789444,-92.908333,1
3M COTTAGE GROVE CENTER,Paper Mills and Products, MN,44.789444,-92.908333,1
3M COTTAGE GROVE CENTER,Plastics and Resins, MN,44.789444,-92.908333,1
3M COTTAGE GROVE CENTER,Textiles and Leather, MN,44.789444,-92.908333,1
3M COTTAGE GROVE CENTER,Waste Management, MN,44.789444,-92.908333,1
3M DYNACOLOR EAST POINT,Chemical Mfg, GA,33.699,-84.44108,1
3M ELYRIA,Plastics and Resins, OH,41.375556,-82.138889,1
3M FILM PLANT,Chemical Mfg, SC,34.74411,-82.35851,1
3M FILM PLANT,Paper Mills and Products, SC,34.74411,-82.35851,1
3M FILM PLANT,Plastics and Resins, SC,34.74411,-82.35851,1
3M HARTFORD CITY,Paper Mills and Products, IN,40.450043,-85.379962,1
3M HAVERHILL,Textiles and Leather, MA,42.76229,-71.11469,1
3M HUTCHINSON,Paper Mills and Products, MN,44.879677,-94.359598,1
3M INNOVATIVE PAPER TECHNOLOGIES,Electronics Industry, NH,43.45835,-71.54551,1
3M INNOVATIVE PAPER TECHNOLOGIES,Paper Mills and Products, NH,43.45835,-71.54551,1
3M LEXINGTON-MERCHANT,Textiles and Leather, KY,38.07792,-84.54428,1
3M LOS ANGELES AC&S,Plastics and Resins, CA,33.977574,-118.146569,1
3M MEDINA (1652050059),Paper Mills and Products, OH,41.11369,-81.89472,1
3M NEVADA PLANT,Paper Mills and Products, MO,37.834476,-94.330625,1
3M NEVADA PLANT,Plastics and Resins, MO,37.834476,-94.330625,1
3M NEVADA PLANT,Waste Management, MO,37.834476,-94.330625,1
3M OAK HILLS,Plastics and Resins, CA,34.410983,-117.399188,1
3M OAK HILLS,Textiles and Leather, CA,34.410983,-117.399188,1
3M OPTICS TECH CENTER,Plastics and Resins, CA,38.256233,-122.641536,1
3M PACKING SYSTEMS DIV,Paper Mills and Products, SC,34.742977,-82.359459,1
3M PRAIRIE DU CHIEN BUILDING 50,Plastics and Resins, WI,43.062282,-91.138137,1
3M PRECISION OPTICS-CINCINNATI,Glass Products, OH,39.06557,-84.25645,1
3M PUMPOUT SYSTEM,Chemical Mfg, MN,45.00658,-92.97469,1
3M PURIFICATION INC,Plastics and Resins, CT,41.51654,-72.76503,1
3M PURIFICATION INC,Textiles and Leather, CT,41.51654,-72.76503,1
3M SHEBOYGAN FALLS,Textiles and Leather, WI,43.74057,-87.81164,1
3M SPECIALTY MATERIALS MFG DIV,Paints and Coatings, WV,38.450648,-81.821797,1
3M TECHNICAL CERAMICS,Chemical Mfg, OK,36.976667,-94.769753,1
3M TECHNICAL CERAMICS / QUAPAW PLANT,Chemical Mfg, OK,36.967,-94.77,1
3M TECHNICAL CERAMICS / QUAPAW PLANT,Mining and Refining, OK,36.967,-94.77,1
3M TECHNICAL CERAMICS  INC.,Chemical Mfg, TN,36.17869,-82.99317,1
3M TOUCH SYSTEMS,Electronics Industry, MA,42.691499,-71.237492,1
3M TOUCH SYSTEMS,Electronics Industry, WI,43.16809,-87.99796,1
3M TOUCH SYSTEMS (HAVERHILL),Electronics Industry, MA,42.765556,-71.118889,1
3P PROCESSING INC,Metal Coating, KS,37.663308,-97.383225,1
3R TECHNOLOGIES INC.,Waste Management, CA,33.093832,-117.114315,1
3RD AVE LF / SAN MATEO COMPOSTING SITE,Waste Management, CA,37.40781,-122.292292,1
3RD DIMENSION INDUSTRIAL 3D PRINTING,Printing, IN,39.88308,-86.2598,1
3RP RECYCLING LLC,Plastics and Resins, AR,33.639667,-91.394139,1
3SIXTY INNOVATION  INC,Mining and Refining, CA,32.775215,-117.030115,1
3TEC #6 & #7 PRODUCTION FACILITY,Oil and Gas, LA,29.851893,-91.534574,1
3THOMAS TRUCKING LLC,Waste Management, LA,32.472992,-93.512163,1
3V GEORGETOWN,Chemical Mfg, SC,33.362222,-79.383056,1
3V GEORGETOWN,Plastics and Resins, SC,33.362222,-79.383056,1
4 FINAL FINISH,Metal Coating, TN,35.76842,-83.99704,1
4 K SERVICES INC GREEN LIFE RECOVERY DBA,Waste Management, CA,33.1193,-117.276732,1
4 MILE CRUDE OIL STATION,Oil and Gas, MT,47.92624,-104.13599,1
4 OVER INC.,Printing, NJ,40.83297,-74.04967,1
4 OVER INTERNATIONAL INC.,Printing, NJ,40.83609,-74.04588,1
4 OVER INTERNATIONAL  LLC,Printing, FL,25.920889,-80.220996,1
4 STAR ELECTRONICS INC,Electronics Industry, CA,33.451512,-117.606191,1
40 SOUTH SPOKANE FACILITY RAINIER PETRO,Chemical Mfg, WA,47.571111,-122.343056,1
40 SOUTH SPOKANE FACILITY RAINIER PETRO,Petroleum, WA,47.571111,-122.343056,1
401 N BROAD ST LESSEE  LLC (CALLOWHILL),Electronics Industry, PA,39.95995,-75.16196,1
40-ACRE FACILITY,Waste Management, TX,29.353866,-94.913278,1
415 STRAWN BASIN BKV - PRODUCTION,Oil and Gas, TX,32.812533,-97.363105,1
417 SERVICES LLC,Waste Management, MO,38.755956,-93.554007,1
4186 PARK ROAD GROUP C/O ERM,Waste Management, CA,38.072764,-122.124674,1
420 FORT WORTH SYNCLINE BKV,Oil and Gas, TX,35.466697,-97.51453,1
420 FORT WORTH SYNCLINE BKV ? GB,Oil and Gas, TX,32.812533,-97.363105,1
420 FORT WORTH SYNCLINE BKV - PRODUCTION,Oil and Gas, TX,33.226403,-97.726626,1
4202 E KINGS CANYON RD.,Oil and Gas, CA,36.735768,-119.754227,1
426 SAXONBURG RD SRSTP,Waste Management, PA,40.811127,-79.85587,1
4261 WEST WHITE ROAD,Paints and Coatings, GA,34.212884,-83.898048,1
430 PERMIAN BASIN GB DEC,Oil and Gas, OK,35.471006,-97.519302,1
43-01 22ND STREET OWN LLC,Printing, NY,40.749717,-73.945077,1
4329 PAUL STREET LP,Metal Coating, PA,40.01077,-75.08687,1
435 N MICHIGAN AVE CONDO ASSN TRIBUNE TOWER RESIDENCES,Printing, IL,41.890873,-87.623619,1
44 CANYON LLC C/O HALLWOOD PETROLEUM INC,Oil and Gas, CO,37.134167,-107.85,1
44 CANYON LLC C/O HALLWOOD PETROLEUM INC,Oil and Gas, CO,37.253628,-107.802582,1
44 CANYON LLC C/O HEC PETROLEUM -FRIZELL,Oil and Gas, CO,37.211555,-107.766136,1
44 CANYON LLC C/O HEC PETROLEUM -HILL #5,Oil and Gas, CO,37.320199,-107.766954,1
44 CANYON LLC C/O HEC PETROLEUM INC -CRA,Oil and Gas, CO,37.404199,-107.832994,1
44 CANYON LLC C/O HEC PETROLEUM INC -HIL,Oil and Gas, CO,37.404199,-107.832994,1
44 CANYON LLC C/O HEC PETROLEUM INC -MAS,Oil and Gas, CO,37.320199,-107.766954,1
44 CANYON LLC C/O HEC PETROLEUM INC -STA,Oil and Gas, CO,37.253628,-107.802582,1
44 CANYON LLC C/O HEC PETROLEUM -ST OURS,Oil and Gas, CO,37.238384,-107.798592,1
440 N. WOLFE ROAD (813 STEWART DRIVE),Electronics Industry, CA,37.387487,-122.015427,1
4490 COMMERCE CIRCLE,Cleaning Product Mfg, GA,33.759656,-84.53292,1
44TH ST. SHELL STATION #162,Waste Management, MD,38.3697,-75.07091,1
45 KNIGHT LN SFTF,Waste Management, PA,40.10646,-80.33118,1
45 PUP GOLD CO FRANKLIN CREEK MINE SITE,Mining and Refining, AK,64.16087,-144.88057,1
45 PUP GOLD CO. DOME CREEK MINE SITE,Mining and Refining, AK,64.27897,-141.31438,1
45 PUP GOLD CO. FORTYFIVE PUP MINE SITE,Mining and Refining, AK,64.205,-142.104,1
45 PUP GOLD CO. HAMMOND RIVER MINE SITE,Mining and Refining, AK,67.488,-150.0536,1
45 PUP GOLD CO. INGLE CREEK MINE SITE,Mining and Refining, AK,64.09279,-142.02886,1
454 LIFE SCIENCES A ROCHE CO,Chemical Mfg, CT,41.29818,-72.75461,1
46 E 4TH ST BLDG FIRE TRAINING/LANSDALE,Fire Training, PA,40.224544,-75.317151,1
460 CAFE AND FARMERS MARKET,Waste Management, VA,36.89359,-76.87329,1
460TH SPACE WING - BUCKLEY AFB,National Defense, CO,39.706187,-104.768401,1
46-3733133,Petroleum, CA,32.767113,-117.205175,1
46384 E LYONS MILL CITY DR  LYONS  OR 97358,Petroleum, OR,44.763,-122.566,1
465 14TH ST,Waste Management, CA,32.710103,-117.15189,1
4726 ROYAL AVE HOLDINGS LLC,Paper Mills and Products, NY,43.08696,-79.01038,1
47-36 36TH ST BUILDING,Chemical Mfg, NY,40.741415,-73.929485,1
4789 AIR BASE GROUP@HANCOCK FIELD AIR NATIONAL GUARD BASE,National Defense, NY,43.12404,-76.08697,1
47-MILE MINE AIRPORT,Mining and Refining, AK,61.044742,-158.144771,1
486 SAND PIT INC C&D DEBRIS LANDFILL,Waste Management, FL,28.855375,-82.488717,1
48FORTY SOLUTIONS LLC,Plastics and Resins, TX,35.24143,-101.67134,1
49 / 00179 UNNAMED,Waste Management, CA,39.270927,-121.001364,1
4B POWDER COATING,Metal Coating, CA,40.459707,-122.28716,1
4-D CORROSION CONTROL SPECIALISTS,Metal Coating, LA,29.94395,-91.83958,1
4-D CORROSION CONTROL SPECIALISTS,Metal Machinery Mfg, LA,29.94395,-91.83958,1
4-D CORROSION CONTROL SPECIALISTS INC,Metal Coating, LA,29.944437,-91.83641,1
4-D CORROSION CONTROL SPECIALISTS INC - WEST YARD,Metal Coating, LA,29.947039,-91.858546,1
4-D CORROSION CONTROL SPECIALISTS INC.,Metal Coating, LA,29.90694,-91.69983,1
4FRONT ENGINEERED SOLUTIONS INC,Textiles and Leather, WI,42.892707,-88.142434,1
4FRONT SOLUTIONS LLC,Electronics Industry, PA,42.04126,-80.09057,1
4G OPERATING LLC / FISH CREEK COMPRESSOR,Oil and Gas, OK,35.16158,-95.1652,1
4-H OPERATING - WARD ENGLISH BATTERY,Oil and Gas, CO,40.473817,-104.792652,1
4K SVC INC GREEN LIFE RECOVERY DBA,Waste Management, CA,33.11903,-117.27657,1
4-OVER INC,Printing, CA,34.14872,-118.27722,1
4TH ASSAULT AMPHIBIAN BATTALION,Waste Management, FL,27.89329,-82.53359,1
5 D ENERGY LLC / BIG ELK 2H 11 COMPRESSOR STATION,Oil and Gas, OK,36.40134,-96.31024,1
5 D ENERGY LLC / GREAT WHITE HAIR 1H 4 COMPRESSOR STATI,Oil and Gas, OK,36.41,-96.458,1
5 DAY BUSINESS FORMS MFG INC,Printing, CA,33.85449,-117.86657,1
5 DAY BUSINESS FORMS MFG INC,Printing, CA,33.86049,-117.86391,1
5 MCS 17 PAD,Oil and Gas, LA,31.88895,-93.447699,1
5 MILE LANE LANDFILL,Waste Management, CO,37.554121,-105.748249,1
5 POINTS SLF,Waste Management, NY,42.25179,-78.80121,1
5.11 TACTICAL,Chemical Mfg, CA,37.844267,-121.254885,1
50 BUTTES PLANT,Oil and Gas, WY,43.85124,-105.77927,1
50 CONNELL DRIVE COMMERICAL BUILDING,Cleaning Product Mfg, NJ,40.668955,-74.404108,1
50 POST OFFICE SQUARE,Textiles and Leather, MA,42.361861,-71.13071,1
500 EAST TEMPORARY CONCRETE BATCH PLANT,Cement Mfg, UT,40.355833,-111.783889,1
51 ALVA STREET,Metal Coating, NJ,40.777089,-74.185046,1
51 PARMENTER ROAD,Metal Coating, MA,42.3853,-71.4956,1
510 PITTSVILLE RD SRSTP,Waste Management, PA,41.2607,-79.74269,1
511 13TH STREET CARLSTADT,Chemical Mfg, NJ,40.835303,-74.081475,1
5115-5117 CARLSBAD BLVD,Waste Management, CA,33.166909,-117.355167,1
515 POWDER RIVER BASIN,Oil and Gas, CO,39.751289,-104.998105,1
515 POWDER RIVER BASIN DEC,Oil and Gas, OK,35.471006,-97.519302,1
5169 EL PASO DRIVE FACILITY,Chemical Mfg, TX,31.77036,-106.4286,1
51ST STREET LANDFILL,Waste Management, OK,36.08991,-95.72607,1
523 NATALINO COURT,Waste Management, CA,38.436344,-122.759844,1
523 RODS,Metal Machinery Mfg, CA,37.925066,-122.35041,1
528 PARTNERSHIP LLP-BROWN & BIGELOW BLDG,Printing, MN,44.935835,-93.096541,1
53 SASSAFRAS LN SRSTP,Waste Management, PA,39.74941,-76.3743,1
530 ROAD  LLC,Metal Coating, OK,36.25068,-95.58557,1
530 VAUCLUSE ROAD RESIDENCE,Waste Management, VA,39.06685,-78.26254,1
535 GREEN RIVER BASIN - BP AMERICA PRODUCTION COMPANY,Oil and Gas, TX,29.775402,-95.60233,1
535 GREEN RIVER BASIN QEP ENERGY COMPANY,Oil and Gas, CO,39.74731,-104.994881,1
"54"" SEWER FORCE MAIN ACROSS SE",Airports, FL,25.90272,-80.26775,1
540 SPECTRUM CR,Metal Coating, CA,34.20687,-119.12493,1
5400 BUTLER ROAD,Waste Management, MD,38.96131,-77.10408,1
5400 RA SUA SAVOIE ET AL #1 FACILITY,Oil and Gas, LA,30.38821,-92.098226,1
54TH ST AND PARAMOUNT BLVD  D S,Waste Management, CA,33.85539,-118.15987,1
550 FLORIDA STREET  LLC.,Chemical Mfg, CA,37.748907,-122.415645,1
5505 LINDO PASEO DEVELOPMENT LLC,Waste Management, CA,32.765223,-117.069362,1
55TH WING LEASE SITE (OFFUTT AFB),National Defense, NE,40.855616,-96.772296,1
560 HUNTINGTON AVE - TEMPORARY ID,Fire Protection, MA,42.261496,-71.113734,1
56ND TUCSON EXCAVATING (CHEMTREAT CONTAINERS),Chemical Mfg, AZ,32.218049,-110.807462,1
56TH & PIERCE,Waste Management, CO,39.521893,-105.223318,1
575 UINTA BASIN QEP ENERGY COMPANY,Oil and Gas, CO,39.74731,-104.994881,1
580 - SAN JUAN BASIN GATHERING/BOOSTING,Oil and Gas, TX,29.77455,-95.61949,1
580 SAN JUAN BASIN - SIMCOE LLC,Oil and Gas, CO,37.404199,-107.832994,1
5800 GENOA RED BLUFF,Cleaning Product Mfg, TX,29.63685,-95.10541,1
5801 MISSION STREET  LLC,Paints and Coatings, CA,37.721878,-122.443003,1
58-16 LAUREL HILL CORP,Waste Management, NY,40.736574,-73.907299,1
588 MERCER RD SRSTP,Waste Management, PA,41.36713,-80.35672,1
58TH ST LF (MAIN COUNTY LF),Waste Management, FL,25.83301,-80.3465,1
5931 PRIESTLY DRIVE  L.P.,Petroleum, CA,33.147863,-117.322249,1
5N PLUS CORP (FORMER),Chemical Mfg, WI,43.205081,-89.33404,1
5TH AVE COATING SVC CTR,Metal Coating, IL,41.5275,-90.41423,1
6 VOLVO DRIVE - CRESTRON ELECTRONICS,Electronics Industry, NJ,41.010113,-73.93662,1
60 MINUTE MAN LTD,Chemical Mfg, NY,40.800383,-72.799127,1
60 MINUTE PHOTO LAB LTD,Paper Mills and Products, LA,30.400067,-90.085799,1
600 BATTERY OWNER  LLC,Oil and Gas, CA,37.791348,-122.40198,1
600 RHODE ISLAND AVENUE C- BRYANT STREET BLACK 5,Chemical Mfg, DC,38.91458,-77.077205,1
60140 - BRUSS NORTH AMERICA,Plastics and Resins, KY,37.023644,-85.069477,1
60TH & ALCOTT,Waste Management, CO,39.79846,-104.90264,1
611 INDUSTRIAL WAY WEST @ EATONTOWN IND PK,Electronics Industry, NJ,40.27198,-74.06976,1
6116 WASHINGTON BLVD LLC,Textiles and Leather, CA,34.010288,-118.405935,1
62 WOOLSEY STREET CONTAINER,Paints and Coatings, NJ,40.714994,-74.227736,1
6222 KNIGHTS OF COLUMBUS,Waste Management, AR,34.810044,-92.307753,1
623 LANDFILL - PORTABLE,Waste Management, VA,37.69069,-77.66549,1
62ND AVE & PECOS,Waste Management, CO,39.869663,-104.379505,1
635 MARINERS ISLAND BLVD - MARINERS #2,Waste Management, CA,37.56394,-122.28405,1
640 MAGAZINE STREET LLC,Paper Mills and Products, LA,29.94712,-90.06868,1
641 COLUMBIA ROAD,Fire Protection, MA,42.318397,-71.063557,1
64TH STREET,Waste Management, NY,43.196965,-78.765213,1
650 TOWNSEND ASSOCIATES  LLC,Electronics Industry, CA,37.770953,-122.402736,1
6700 COMMINGLING PRODUCTION FACILITY,Oil and Gas, LA,29.51487,-89.793891,1
6896 LAUREL STREET NW DC,Waste Management, DC,38.98032,-77.030406,1
68TH STREET LANDFILL SITE,Waste Management, MD,39.311768,-76.519691,1
69TH & YORK ST,Waste Management, CO,39.82357,-104.95921,1
69TH ST WASTEWATER TREATMENT PLANT,Waste Management, TX,29.75579,-95.29791,1
69TH STREET HANGAR,Airports, AL,33.569865,-86.73971,1
6K INC,Chemical Mfg, MA,42.71788,-71.115205,1
7 11 STORE 2899 NEW WINDSOR ROAD,Waste Management, MD,39.54483,-77.10208,1
7 DAZE LLC,Chemical Mfg, CA,34.04728,-117.61095,1
7 ELEVEN 20412,Waste Management, VA,38.87036,-77.63404,1
7 ELEVEN 28920,Waste Management, MD,39.36517,-77.05868,1
7 ELEVEN INC,Waste Management, LA,32.52019,-93.69618,1
7 ELEVEN NUMBER 41686,Waste Management, VA,36.8233,-76.4147,1
7 ELEVEN STORE 21344,Waste Management, VA,36.64523,-76.21719,1
700 CROCKER II  LLC,Textiles and Leather, CA,38.411539,-121.949662,1
7-11 INC,Chemical Mfg, NJ,40.902779,-74.878485,1
711 STORE 32785,Waste Management, MD,39.57766,-76.84073,1
713  INC.,Printing, MD,39.027181,-76.909244,1
72 BOYD AVENUE,Electronics Industry, RI,41.80464,-71.35006,1
7447 S E 74TH,Metal Coating, OK,35.38912,-97.39625,1
745 SAN JOAQUIN BASIN CHEVRON USA INC.,Oil and Gas, CA,37.777784,-121.975762,1
74TH AVE & CHERRY ST,Waste Management, CO,39.83168,-104.9339,1
75TH ST EAST & LITTLE ROCK DISPOSAL SITE,Waste Management, CA,34.263484,-118.29907,1
75TH STREET WASTEWATER TREATMENT PLANT,Waste Management, CO,40.048596,-105.186653,1
7720 AIRPORT RD,Airports, TX,31.14601,-97.41453,1
7725 RENO NO1 LLC / 7725 W RENO NO 1 LLC,Electronics Industry, OK,35.46444,-97.64928,1
7901 E RIVERSIDE DR BLDG 2 STE 150,Electronics Industry, TX,30.21596,-97.68884,1
7-ELEVEN - STORE #41337,Oil and Gas, CO,39.70728,-105.02509,1
7-ELEVEN 23700,Waste Management, MD,39.08279,-76.58478,1
7-ELEVEN 28924,Waste Management, MD,39.45832,-77.0865,1
7-ELEVEN 28961,Waste Management, MD,39.48446,-77.24945,1
7-ELEVEN 32269,Waste Management, VA,39.06159,-78.1397,1
7-ELEVEN 41704,Waste Management, MD,38.367417,-75.605,1
7-ELEVEN STORE # 23699,Waste Management, MD,39.080278,-76.541111,1
7TH STREET & ANDERSON STREET,Waste Management, CA,34.03452,-118.22324,1
8 MESEROLE AVE BUILDING,Metal Coating, NY,40.72562,-73.95711,1
8 NORTH - PAWNEE 16-13H TANK BATTERY,Oil and Gas, CO,40.83522,-103.992585,1
80 LYNDON RD LLC - LYNDON RD LANDFILL,Waste Management, NY,43.091919,-77.400482,1
801 ELKTON BOULEVARD SITE,Cleaning Product Mfg, MD,39.61155,-75.83883,1
801 UNIVERSITY AVE,Waste Management, CA,32.74816,-117.15699,1
8033 DEVLIN LLC RESIDENCE,Waste Management, VA,38.77694,-77.56636,1
8205 CENTENNIAL RD JACKSONVILLE AR,Waste Management, AR,34.942801,-92.145027,1
8265 STATION RD SRSTP,Waste Management, PA,42.11629,-79.91907,1
83RD INFANTRY DIV MEM USARC,National Defense, OH,39.979444,-82.884433,1
840 WOODROW,Waste Management, GA,33.72385,-84.41535,1
845 SWARTZ RD SRSTP,Waste Management, PA,40.98783,-79.50179,1
8575 AERO DR,Electronics Industry, CA,32.80967,-117.14289,1
875 TOLLGATE,Electronics Industry, IL,42.07091,-88.3008,1
