10 HUC,CON,Column1,Column2
Town of Avon-Hatteras Island,"Town of Avon-Hatteras Island , NC",35.24804,-75.5393155
Town of Barretts Crossroads-Meherrin River,"Town of Barretts Crossroads-Meherrin River , NC",36.4704306,-77.0555191
Town of Belhaven-Pungo River,"Town of Belhaven-Pungo River , NC",35.5401653,-76.6229874
Town of Bricks-Fishing Creek,"Town of Bricks-Fishing Creek , NC",36.1326325,-81.0656355
Town of Bunn-Tar River,"Town of Bunn-Tar River , NC",35.9609861,-78.2536054
Town of Camden-Sawyers Creek,"Town of Camden-Sawyers Creek , NC",36.364018,-76.1776487
Town of Colerain-Chowan River,"Town of Colerain-Chowan River , NC",36.201268,-76.7685616
Town of Comfort-Trent River,"Town of Comfort-Trent River , NC",35.0532419,-77.389313
Town of Corolla-Oceanside Seashore,"Town of Corolla-Oceanside Seashore , NC",36.3802879,-75.8307777
Town of Currituck-North Landing River,"Town of Currituck-North Landing River , NC",36.4598777,-75.9524244
Town of Dawson Crossroads,"Town of Dawson Crossroads , NC",36.163766,-77.5238615
Town of Edenton-Albemarle Sound,"Town of Edenton-Albemarle Sound , NC",36.057938,-76.6077213
Town of Fairmont-Old Field Swamp,"Town of Fairmont-Old Field Swamp , NC",34.5209975,-79.1194799
Town of Falkland-Tar River,"Town of Falkland-Tar River , NC",35.6993257,-77.5130257
Town of Grimesland-Tar River,"Town of Grimesland-Tar River , NC",35.5634956,-77.1921806
Town of Hamilton-Roanoke River,"Town of Hamilton-Roanoke River , NC",35.9446027,-77.2096844
Town of Hertford-Upper Perquimmans River,"Town of Hertford-Upper Perquimmans River , NC",36.1901579,-76.4660519
Town of Hickory-Fishing Creek,"Town of Hickory-Fishing Creek , NC",35.7344538,-81.3444573
Town of Kill Devil Hills-Kitty Hawk Bay,"Town of Kill Devil Hills-Kitty Hawk Bay , NC",36.021777,-75.7171342
Town of Kitty Hawk-Oceanside Seashore,"Town of Kitty Hawk-Oceanside Seashore , NC",33.1958696,-117.3794834
Town of Kure Beach-Cape Fear River,"Town of Kure Beach-Cape Fear River , NC",33.9968399,-77.9072081
Town of Lane,"Town of Lane , NC",35.7595731,-79.0192997
Town of Long Beach-Long Beach,"Town of Long Beach-Long Beach , NC",41.7389287,-86.8569736
Town of Long Beach-Montgomery Slough,"Town of Long Beach-Montgomery Slough , NC",35.7595731,-79.0192997
Town of Marshallberg-Great Shoal,"Town of Marshallberg-Great Shoal , NC",34.7279403,-76.5157565
Town of Maxton-Lumber River,"Town of Maxton-Lumber River , NC",34.7351614,-79.3489317
Town of Mayodan-Mayo River,"Town of Mayodan-Mayo River , NC",36.4123597,-79.9669857
Town of Maysville-White Oak River,"Town of Maysville-White Oak River , NC",34.9048814,-77.2313436
Town of Murfreesboro-Meherrin River,"Town of Murfreesboro-Meherrin River , NC",36.4423754,-77.0985752
Town of Oriental-Neuse River,"Town of Oriental-Neuse River , NC",35.0309956,-76.6929867
Town of Plymouth-Roanoke River,"Town of Plymouth-Roanoke River , NC",35.8668281,-76.7485555
Town of Pollocksville-Trent River,"Town of Pollocksville-Trent River , NC",35.0059914,-77.2210654
Town of Portsmouth-Portsmouth Island,"Town of Portsmouth-Portsmouth Island , NC",35.0696135,-76.0637911
Town of Randleman-Deep River,"Town of Randleman-Deep River , NC",35.8179143,-79.8030873
Town of Richlands-Squires Run,"Town of Richlands-Squires Run , NC",34.8993297,-77.5466342
Town of Salter Path-Jumping Run,"Town of Salter Path-Jumping Run , NC",34.6884952,-76.886051
Town of Skinnersville-Chapel Swamp,"Town of Skinnersville-Chapel Swamp , NC",35.94044,-76.5563289
Town of South Mills-Joyce Creek,"Town of South Mills-Joyce Creek , NC",36.444585,-76.3278528
Town of Southport-Cape Fear River,"Town of Southport-Cape Fear River , NC",33.9182092,-78.0193011
Town of Spencer-Headwaters Crane Creek,"Town of Spencer-Headwaters Crane Creek , NC",35.6923614,-80.43478
Town of Startown-South Fork Catawba River,"Town of Startown-South Fork Catawba River , NC",35.6451328,-81.2692495
Town of SwanQuarter-SwanQuarter Bay,"Town of SwanQuarter-SwanQuarter Bay , NC",35.4062391,-76.3289376
Town of Trenton-Trent River,"Town of Trenton-Trent River , NC",35.0641234,-77.3551852
Town of Twin Lakes-Little River,"Town of Twin Lakes-Little River , NC",35.2387268,-82.6290119
Town of Vanceboro-Swift Creek,"Town of Vanceboro-Swift Creek , NC",35.3084953,-77.1541194
Town of Wade-Cape Fear River,"Town of Wade-Cape Fear River , NC",35.1629782,-78.7359296
Town of Wagram-Lumber River,"Town of Wagram-Lumber River , NC",34.8879396,-79.3661515
Town of Walnut Cove-Middle Town Fork Creek,"Town of Walnut Cove-Middle Town Fork Creek , NC",36.2955553,-80.1417048
Town of Waves-Hatteras Island,"Town of Waves-Hatteras Island , NC",35.24804,-75.5393155
Town of Weldon-Chockoyotte Creek,"Town of Weldon-Chockoyotte Creek , NC",36.427096,-77.5955331
Town of Wenona-Intercepting Canal,"Town of Wenona-Intercepting Canal , NC",35.7182192,-76.6493825
Town of Whiteville-White Marsh,"Town of Whiteville-White Marsh , NC",34.3387802,-78.7030721
Town of Wilkesboro-Yadkin River,"Town of Wilkesboro-Yadkin River , NC",36.1459649,-81.1606401
Town of Windsor-Cashie River,"Town of Windsor-Cashie River , NC",35.9984925,-76.9460641
Town of Winton-Chowan River,"Town of Winton-Chowan River , NC",36.3957098,-76.9319035
Town of Woodburn-Sturgeon Creek,"Town of Woodburn-Sturgeon Creek , NC",35.7595731,-79.0192997
Toxaway River-Lake Jocassee,"Toxaway River-Lake Jocassee , NC",34.9812854,-82.9232635
Tranters Creek-Tar River,"Tranters Creek-Tar River , NC",35.5656515,-77.1030931
Travis Creek-Haw River,"Travis Creek-Haw River , NC",36.094939,-79.3569372
Trotman Creek,"Trotman Creek , NC",36.3444738,-76.6181524
Trotters Creek-Dan River,"Trotters Creek-Dan River , NC",36.4645822,-79.7625355
Trout Creek-West Fork Tuckasegee River,"Trout Creek-West Fork Tuckasegee River , NC",35.233102,-83.1421119
Trumpeter Swamp,"Trumpeter Swamp , NC",34.4276706,-77.7387628
Tuckertown Reservoir-Yadkin River,"Tuckertown Reservoir-Yadkin River , NC",35.5334182,-80.1972702
Tull Creek,"Tull Creek , NC",36.4616112,-76.0592251
Tulula Creek,"Tulula Creek , NC",35.288018,-83.7464468
Turkey Creek,"Turkey Creek , NC",35.3774134,-83.5748381
Turkey Creek-Six Runs Creek,"Turkey Creek-Six Runs Creek , NC",35.0194103,-78.2362169
Turnagain Bay-Rattan Bay,"Turnagain Bay-Rattan Bay , NC",35.0491617,-76.475106
Turner Creek-Yadkin River,"Turner Creek-Yadkin River , NC",36.2023597,-80.6770787
Turner Swamp-Contentnea Creek,"Turner Swamp-Contentnea Creek , NC",35.556016,-77.8927302
Turtle Branch-Great Coharie Creek,"Turtle Branch-Great Coharie Creek , NC",34.7896148,-78.3124988
Turtletown Creek,"Turtletown Creek , NC",35.7595731,-79.0192997
Tusquitee Creek,"Tusquitee Creek , NC",35.0902285,-83.7069573
Twelvemile Creek,"Twelvemile Creek , NC",34.909344,-80.7878919
Twin Lakes-Rocky River,"Twin Lakes-Rocky River , NC",35.82831,-78.8453424
Tyson Creek-Tar River,"Tyson Creek-Tar River , NC",35.6741278,-77.5275346
Tyson Marsh-Contentnea Creek,"Tyson Marsh-Contentnea Creek , NC",35.5195485,-77.6704405
Tysons Creek-Deep River,"Tysons Creek-Deep River , NC",35.5277764,-79.4506979
University Lake,"University Lake , NC",35.8980419,-79.0949691
Upper Back Creek,"Upper Back Creek , NC",35.7722604,-79.8968798
Upper Barton Creek-Neuse River,"Upper Barton Creek-Neuse River , NC",35.7595731,-79.0192997
Upper Bay River,"Upper Bay River , NC",35.1566532,-76.664297
Upper Bear Creek,"Upper Bear Creek , NC",35.7595731,-79.0192997
Upper Big Alamance Creek,"Upper Big Alamance Creek , NC",36.0283516,-79.4309761
Upper Big Bear Creek,"Upper Big Bear Creek , NC",35.4086936,-80.3268766
Upper Big Laurel Creek,"Upper Big Laurel Creek , NC",35.915235,-82.6427863
Upper Big Marsh Swamp,"Upper Big Marsh Swamp , NC",34.8554158,-79.0360946
Upper Black River,"Upper Black River , NC",34.331868,-78.0325363
Upper Brown Creek,"Upper Brown Creek , NC",35.8559366,-82.2124222
Upper Brush Creek,"Upper Brush Creek , NC",35.4934268,-82.4106614
Upper Buffalo Creek,"Upper Buffalo Creek , NC",35.4836656,-82.184866
Upper Cabin Creek,"Upper Cabin Creek , NC",35.7595731,-79.0192997
Upper Cane Creek,"Upper Cane Creek , NC",35.7595731,-79.0192997
Upper Cane River,"Upper Cane River , NC",35.9145561,-82.3912419
Upper Cartoogechaye Creek,"Upper Cartoogechaye Creek , NC",35.1513698,-83.4483131
Upper Cedar Creek,"Upper Cedar Creek , NC",34.9559997,-78.7572427
Upper Chattooga River,"Upper Chattooga River , NC",34.9265591,-83.2076373
Upper Clark Creek,"Upper Clark Creek , NC",35.402121,-80.7547149
Upper Coddle Creek,"Upper Coddle Creek , NC",35.584285,-80.7879407
Upper Colly Creek,"Upper Colly Creek , NC",35.7595731,-79.0192997
Upper Conetoe Creek,"Upper Conetoe Creek , NC",35.8575252,-77.4357596
Upper Conoho Creek,"Upper Conoho Creek , NC",35.9443991,-77.2117419
Upper Country Line Creek,"Upper Country Line Creek , NC",36.3377611,-79.4675422
Upper Cove Creek,"Upper Cove Creek , NC",36.3034459,-81.7568253
Upper Crabtree Creek,"Upper Crabtree Creek , NC",35.6005327,-82.9154948
Upper Crane Creek,"Upper Crane Creek , NC",35.1852761,-79.1683567
Upper Crowders Creek,"Upper Crowders Creek , NC",35.2370723,-81.2683859
Upper Cullasaja River,"Upper Cullasaja River , NC",35.1222439,-83.298714
Upper Deep Creek,"Upper Deep Creek , NC",34.8529329,-80.1586735
Upper Doctors Creek,"Upper Doctors Creek , NC",34.7537854,-78.1222035
Upper Dutch Buffalo Creek,"Upper Dutch Buffalo Creek , NC",35.3669031,-80.4382062
Upper Dutchmans Creek,"Upper Dutchmans Creek , NC",35.3628136,-80.0199533
Upper Elk River,"Upper Elk River , NC",36.155751,-81.8927394
Upper Falling Creek,"Upper Falling Creek , NC",35.2621075,-77.6905291
Upper Fisher River,"Upper Fisher River , NC",36.403628,-80.7684709
Upper Fontana Lake-Little Tennessee River,"Upper Fontana Lake-Little Tennessee River , NC",35.4441394,-83.727883
Upper Fourth Creek,"Upper Fourth Creek , NC",35.8187373,-80.9151812
Upper Goshen Swamp,"Upper Goshen Swamp , NC",35.0423509,-77.8953067
Upper Grants Creek,"Upper Grants Creek , NC",35.6219465,-80.5493781
Upper Hannah Creek,"Upper Hannah Creek , NC",35.5828876,-79.9470737
Upper Henry Fork,"Upper Henry Fork , NC",35.6610065,-81.5263751
Upper Hitchcock Creek,"Upper Hitchcock Creek , NC",34.9619382,-79.7547071
Upper Hogans Creek,"Upper Hogans Creek , NC",36.3943102,-79.5026689
Upper Holly Shelter Creek,"Upper Holly Shelter Creek , NC",34.6479003,-77.7001341
Upper Hominy Creek,"Upper Hominy Creek , NC",35.4989049,-82.713132
Upper Hunting Creek,"Upper Hunting Creek , NC",33.993991,-84.0415758
Upper Indian Creek,"Upper Indian Creek , NC",35.7595731,-79.0192997
Upper Ivy Creek,"Upper Ivy Creek , NC",35.7713705,-82.5130388
Upper Jacob Fork,"Upper Jacob Fork , NC",35.6153444,-81.4935684
Upper Johnathans Creek,"Upper Johnathans Creek , NC",35.510062,-83.1206516
Upper Johns River,"Upper Johns River , NC",35.9550943,-81.7130522
Upper Juniper Creek,"Upper Juniper Creek , NC",34.243588,-78.0448148
Upper Knap of Reeds Creek,"Upper Knap of Reeds Creek , NC",36.1410373,-78.7872861
Upper Lanes Creek,"Upper Lanes Creek , NC",34.9907783,-80.3434019
Upper Leepers Creek,"Upper Leepers Creek , NC",35.4828939,-81.1361495
Upper Limestone Creek,"Upper Limestone Creek , NC",35.7595731,-79.0192997
Upper Linville River,"Upper Linville River , NC",35.7459605,-81.8364909
Upper Little Alamance Creek,"Upper Little Alamance Creek , NC",36.0611279,-79.4366214
Upper Little Contentnea Creek,"Upper Little Contentnea Creek , NC",35.5948208,-77.6134515
Upper Little Fishing Creek,"Upper Little Fishing Creek , NC",36.3221996,-77.9517127
Upper Little Marsh Swamp,"Upper Little Marsh Swamp , NC",34.8769869,-79.0192193
Upper Little River,"Upper Little River , NC",35.4291321,-78.951451
Upper Little River-Lake Trace,"Upper Little River-Lake Trace , NC",35.4100003,-79.1047491
Upper Livingston Creek,"Upper Livingston Creek , NC",34.280506,-78.2419061
Upper Long Creek,"Upper Long Creek , NC",35.3456235,-83.3723441
Upper Lower Creek,"Upper Lower Creek , NC",35.9397139,-81.4937993
Upper Marsh Swamp,"Upper Marsh Swamp , NC",35.7261627,-78.0815928
Upper Mclendons Creek,"Upper Mclendons Creek , NC",35.416722,-79.4253769
Upper Middle Little River,"Upper Middle Little River , NC",35.9124468,-81.3399288
Upper Mill Creek,"Upper Mill Creek , NC",34.0985047,-78.0863819
Upper Mingo Swamp,"Upper Mingo Swamp , NC",35.3512575,-78.5603991
Upper Mitchell River,"Upper Mitchell River , NC",36.35992,-80.8377466
Upper Moccasin Creek,"Upper Moccasin Creek , NC",35.7595731,-79.0192997
Upper Moon Creek,"Upper Moon Creek , NC",36.4198722,-79.453498
Upper Moores Creek,"Upper Moores Creek , NC",35.7595731,-79.0192997
Upper Mud Creek,"Upper Mud Creek , NC",35.7595731,-79.0192997
Upper Muddy Creek,"Upper Muddy Creek , NC",36.0270814,-80.3436639
Upper Nahunta Swamp,"Upper Nahunta Swamp , NC",35.4957624,-77.9194236
Upper Newport River,"Upper Newport River , NC",34.7719043,-76.8446894
Upper North Fork New River,"Upper North Fork New River , NC",36.4434323,-81.5264968
Upper North Little Hunting Creek,"Upper North Little Hunting Creek , NC",36.1248126,-80.8986226
Upper North Pacolet River,"Upper North Pacolet River , NC",35.2129157,-82.2772597
Upper North Saluda River,"Upper North Saluda River , NC",35.2362264,-82.3492839
Upper Oconaluftee River,"Upper Oconaluftee River , NC",35.5147347,-83.3388447
Upper Porter Swamp,"Upper Porter Swamp , NC",34.3598893,-78.9650287
Upper Potecasi Creek,"Upper Potecasi Creek , NC",36.4362647,-76.9566271
Upper Puppy Creek,"Upper Puppy Creek , NC",35.0439909,-79.1322737
Upper Raft Swamp,"Upper Raft Swamp , NC",34.6483012,-79.098396
Upper Raven Fork,"Upper Raven Fork , NC",35.5803833,-83.2720002
Upper Richardson Creek,"Upper Richardson Creek , NC",35.0633547,-80.3712978
Upper Richland Creek,"Upper Richland Creek , NC",35.9778653,-78.5282831
Upper Rockfish Creek,"Upper Rockfish Creek , NC",34.9602329,-78.8612554
Upper Rocky Creek,"Upper Rocky Creek , NC",35.9745812,-79.4655763
Upper Salem Creek,"Upper Salem Creek , NC",36.0640127,-80.2516231
Upper Sandy Creek,"Upper Sandy Creek , NC",34.2850596,-78.156745
Upper Sandy Run,"Upper Sandy Run , NC",35.7595731,-79.0192997
Upper Sapony Creek,"Upper Sapony Creek , NC",35.9295983,-78.0280767
Upper Second Creek,"Upper Second Creek , NC",35.7250038,-80.5601319
Upper Shaken Creek,"Upper Shaken Creek , NC",34.5993793,-77.7339362
Upper Shallotte River,"Upper Shallotte River , NC",33.9057282,-78.3786145
Upper Shelton Laurel Creek,"Upper Shelton Laurel Creek , NC",35.9641166,-82.6996112
Upper Shocco Creek,"Upper Shocco Creek , NC",36.2687595,-78.170616
Upper Silver Creek,"Upper Silver Creek , NC",35.6576982,-81.8005724
Upper Soules Swamp,"Upper Soules Swamp , NC",34.3057246,-78.6866825
Upper South Hyco Creek,"Upper South Hyco Creek , NC",36.4829182,-79.0950137
Upper South Toe River,"Upper South Toe River , NC",35.8269315,-82.2148465
Upper Stewarts Creek,"Upper Stewarts Creek , NC",36.5297215,-80.7436141
Upper Stony Creek,"Upper Stony Creek , NC",36.2587465,-79.4200226
Upper Sugar Creek,"Upper Sugar Creek , NC",35.2635001,-80.8024092
Upper Swannanoa River,"Upper Swannanoa River , NC",35.5896798,-82.4412766
Upper Tenmile Swamp,"Upper Tenmile Swamp , NC",34.7154601,-78.9316228
Upper Third Creek,"Upper Third Creek , NC",35.8117332,-80.8539439
Upper Toisnot Swamp,"Upper Toisnot Swamp , NC",35.7219731,-77.9623078
Upper Town Creek,"Upper Town Creek , NC",34.1651705,-78.0930491
Upper Tranters Creek,"Upper Tranters Creek , NC",35.75858,-77.2290053
Upper Troublesome Creek,"Upper Troublesome Creek , NC",35.7595731,-79.0192997
Upper Turkey Creek,"Upper Turkey Creek , NC",35.3760165,-83.5896371
Upper Turnbull Creek,"Upper Turnbull Creek , NC",34.7594165,-78.6114768
Upper Valley River,"Upper Valley River , NC",35.2061871,-83.8253932
Upper Warrior Fork,"Upper Warrior Fork , NC",35.7729072,-81.6912086
Upper White Oak Creek,"Upper White Oak Creek , NC",35.7595731,-79.0192997
Upper Wilson Creek,"Upper Wilson Creek , NC",35.7595731,-79.0192997
Upper Wolf Island Creek,"Upper Wolf Island Creek , NC",36.4305442,-79.6220976
UpperMiddle Creek,"UpperMiddle Creek , NC",35.0243026,-83.354167
US Naval Reservation-Northwest River,"US Naval Reservation-Northwest River , NC",36.5618753,-76.2101812
Vade Macum Creek,"Vade Macum Creek , NC",36.4114053,-80.3185241
Van Swamp,"Van Swamp , NC",35.7018292,-76.7902206
Virginia Creek,"Virginia Creek , NC",34.4140569,-77.5919161
Wading Place Creek,"Wading Place Creek , NC",35.9819644,-76.862002
Wahtom Swamp,"Wahtom Swamp , NC",36.1619282,-77.1456385
Walden Creek,"Walden Creek , NC",35.7530043,-78.8828473
Walkers Creek-Upper Little River,"Walkers Creek-Upper Little River , NC",35.3732373,-78.9033594
Wallace Creek,"Wallace Creek , NC",34.6989987,-77.2981542
Walnut Creek,"Walnut Creek , NC",35.3071071,-77.8649817
Walnut Creek-Neuse River,"Walnut Creek-Neuse River , NC",35.7595731,-79.0192997
Walters Lake-Pigeon River,"Walters Lake-Pigeon River , NC",35.7595731,-79.0192997
Ward Creek,"Ward Creek , NC",35.5159851,-81.6308979
Ward Swamp,"Ward Swamp , NC",35.1836193,-78.3358565
Wards Creek-First Broad River,"Wards Creek-First Broad River , NC",35.7595731,-79.0192997
Warrior Creek,"Warrior Creek , NC",35.9758441,-81.566497
Warwick Creek-Catherine Creek,"Warwick Creek-Catherine Creek , NC",35.7595731,-79.0192997
Waxhaw Creek,"Waxhaw Creek , NC",34.8559163,-80.7296922
Wayehutta Creek-Tuckasegee River,"Wayehutta Creek-Tuckasegee River , NC",35.3374621,-83.1400992
Webbs Creek-Second Broad River,"Webbs Creek-Second Broad River , NC",35.7595731,-79.0192997
Welch Creek,"Welch Creek , NC",34.3818125,-78.6497974
West Bear Creek,"West Bear Creek , NC",35.3521065,-77.8197022
West Buffalo Creek,"West Buffalo Creek , NC",35.3080314,-83.9148682
West Fork French Broad River,"West Fork French Broad River , NC",35.1658942,-82.9003612
West Fork Little River,"West Fork Little River , NC",35.4884652,-79.8744722
West Fork Twelvemile Creek,"West Fork Twelvemile Creek , NC",35.0139977,-80.7269806
West Prong Little Yadkin River,"West Prong Little Yadkin River , NC",36.3531307,-80.4103949
West Prong Roaring River,"West Prong Roaring River , NC",36.3250832,-81.1485436
West Thorofare Bay-Long Bay,"West Thorofare Bay-Long Bay , NC",34.9522746,-76.3955603
Western Prong Red Hill Swamp,"Western Prong Red Hill Swamp , NC",34.4376696,-78.6819602
Westfield Creek,"Westfield Creek , NC",34.7831338,-79.9696124
Wet Ash Swamp,"Wet Ash Swamp , NC",34.0341476,-78.4986341
Weyman Creek,"Weyman Creek , NC",34.3722902,-78.2846238
Wheat Creek-Green River,"Wheat Creek-Green River , NC",35.3077475,-82.0802002
Wheat Swamp Creek,"Wheat Swamp Creek , NC",35.3560849,-77.6950791
Whipping Creek Lake-Whipping Creek,"Whipping Creek Lake-Whipping Creek , NC",35.6909473,-75.9768028
White Lake-Cape Fear River,"White Lake-Cape Fear River , NC",34.6404489,-78.4838952
White Millpond-Kehukee Swamp,"White Millpond-Kehukee Swamp , NC",36.1128348,-77.3532597
White Oak Branch,"White Oak Branch , NC",35.7595731,-79.0192997
White Oak Creek,"White Oak Creek , NC",35.7595731,-79.0192997
White Oak River,"White Oak River , NC",34.8814492,-77.2201721
White Oak Swamp,"White Oak Swamp , NC",35.7595731,-79.0192997
White Oak Swamp-Great Coharie Creek,"White Oak Swamp-Great Coharie Creek , NC",35.0712026,-78.3728399
Whiteoak Creek,"Whiteoak Creek , NC",35.7595731,-79.0192997
Whiteoak Creek-Nantahala River,"Whiteoak Creek-Nantahala River , NC",35.2270518,-83.6075601
Whiteoak Swamp,"Whiteoak Swamp , NC",35.7595731,-79.0192997
Whites Creek,"Whites Creek , NC",34.5517383,-78.6653942
Whitewater River,"Whitewater River , NC",35.7595731,-79.0192997
Whortleberry Creek-Pee Dee River,"Whortleberry Creek-Pee Dee River , NC",34.1715296,-79.536862
Wiccacon River,"Wiccacon River , NC",36.3261187,-76.8302672
Wildcat Swamp,"Wildcat Swamp , NC",36.4144084,-77.3245348
Wildcat Swamp-Loosing Swamp,"Wildcat Swamp-Loosing Swamp , NC",36.1943756,-76.9801469
Wilkinson Creek,"Wilkinson Creek , NC",35.8148365,-79.1492075
Williams Creek-Yadkin River,"Williams Creek-Yadkin River , NC",35.7595731,-79.0192997
Williams Mill Creek-Jones Creek,"Williams Mill Creek-Jones Creek , NC",35.7595731,-79.0192997
Williams Old Mill Branch-Great Coharie Creek,"Williams Old Mill Branch-Great Coharie Creek , NC",35.00724,-78.3515065
Williamson Creek-French Broad River,"Williamson Creek-French Broad River , NC",35.2228215,-82.6936393
Williamson Swamp-South River,"Williamson Swamp-South River , NC",34.95861,-76.5972199
Willis Creek-Cape Fear River,"Willis Creek-Cape Fear River , NC",34.8544851,-78.8386176
Wilson Bay-New River,"Wilson Bay-New River , NC",34.7380956,-77.4286011
Wilson Creek,"Wilson Creek , NC",35.969684,-81.7677645
Winn Bay-Alligator River,"Winn Bay-Alligator River , NC",35.6667785,-76.0899511
Winns Creek,"Winns Creek , NC",36.5762755,-79.1125124
Withrow Creek,"Withrow Creek , NC",35.6853911,-80.6922873
Wolf Creek-Toccoa River,"Wolf Creek-Toccoa River , NC",35.0136916,-84.3038092
Wolf Creek-Tuckasegee River,"Wolf Creek-Tuckasegee River , NC",35.4348151,-83.58461
Wolf Swamp-Northeast Creek,"Wolf Swamp-Northeast Creek , NC",35.7595731,-79.0192997
Wood Run-Lake Tillery,"Wood Run-Lake Tillery , NC",35.3251424,-80.071166
Wrightsville Beach-Mason Inlet,"Wrightsville Beach-Mason Inlet , NC",34.2424126,-77.7697076
Yadkin Branch-Neuse River,"Yadkin Branch-Neuse River , NC",36.2023597,-80.6770787
Yadkin River-High Rock Lake,"Yadkin River-High Rock Lake , NC",36.060108,-81.5650931
Yellow Creek-Cheoah River,"Yellow Creek-Cheoah River , NC",35.4481407,-83.9396253
Yeopim Creek,"Yeopim Creek , NC",36.0793271,-76.4079934
