Name,Type,Latitude,Logitude
River Swamp,Swamp,34.5093,-78.9348
River Swamp,Swamp,34.316,-79.0461
River Swamp,Swamp,34.0474,-78.562
Roanoke Marsh,Swamp,35.8328,-75.7636
Robertsons Pond,Swamp,35.8256,-78.4178
Robin Bay,Swamp,34.3452,-78.9559
Rogers Bay,Swamp,34.7629,-78.7364
Rollins Bay,Swamp,34.9185,-78.6797
Roquist Pocosin,Swamp,36.0474,-77.108
Round Pond,Swamp,34.8414,-78.7237
Round Pond,Swamp,34.8804,-78.7159
Round Pond Bay,Swamp,34.6158,-78.5137
Rowan Swamp,Swamp,34.5443,-78.3103
Rumley Marsh,Swamp,35.4252,-76.7555
Run of Swamp,Swamp,36.4541,-76.9139
Saddletree Swamp,Swamp,34.6807,-79.0245
Salters Lake Bay,Swamp,34.7104,-78.6383
Sand Hill Bay,Swamp,34.5129,-78.8375
Sand Hill Bay,Swamp,34.6063,-78.8053
Sand Pit Bay,Swamp,34.1476,-78.6611
Sandy Fork Bay,Swamp,34.3718,-78.9161
Sasspan Bay,Swamp,34.3974,-78.4486
Sawhorn Bay,Swamp,34.406,-78.5797
Sawmill Bay,Swamp,34.6343,-78.5217
Schoolhouse Bay,Swamp,34.6304,-78.5339
Scoggin Bay,Swamp,34.4216,-78.9184
Scotts Mill Branch,Swamp,34.5496,-79.2334
Sewell Bay,Swamp,34.8404,-79.0459
Sewell Bay,Swamp,34.9604,-78.7009
Shaky Bay,Swamp,34.5629,-78.2333
Shanty Bay,Swamp,34.4385,-79.1267
Sheephead Marsh,Swamp,34.7127,-76.6008
Shelley Bay,Swamp,34.486,-79.0009
Shingletree Bay,Swamp,34.0374,-78.3903
Simmons Bay,Swamp,34.1082,-78.5989
Simmons Mill Pond,Swamp,34.891,-78.7261
Sims Pond Bay,Swamp,34.7421,-78.8364
Singed Pig Bay,Swamp,34.2877,-78.0497
Singletary Swamp,Swamp,34.6002,-78.7209
Singletons Bay,Swamp,34.9263,-79.1331
Slap Swamp,Swamp,34.3599,-78.5
Slender Bay,Swamp,34.4743,-78.8009
Sloans Bay,Swamp,34.6266,-78.37
Smith Bay,Swamp,34.8077,-78.5136
Smiths Mill Bay,Swamp,34.9227,-78.7472
Snows Marsh,Swamp,33.9644,-77.9657
Soldier Bay,Swamp,34.0718,-78.5139
Spring Branch Bay,Swamp,34.2674,-79.0323
Stanland Bay,Swamp,33.9849,-78.5689
Station Bay,Swamp,34.3943,-78.065
Strauss Swamp,Swamp,34.3063,-78.3619
Tar Cove Marsh,Swamp,36.2515,-75.7888
Tarkiln Bay,Swamp,34.4377,-78.902
Tatum Millpond Bay,Swamp,34.7171,-78.5449
The Desert,Swamp,34.8579,-79.037
The Great Swash,Swamp,35.1587,-75.8496
The Pocosin,Swamp,34.9774,-78.6703
The Pocosin,Swamp,35.6946,-77.7178
Thomas Bay,Swamp,33.9388,-78.59
Thomas Marsh,Swamp,34.7714,-76.6204
Thorofare Swamp,Swamp,34.5704,-78.9525
Thoroughfare Bay,Swamp,34.7913,-78.7578
Thumb Swamp,Swamp,34.5627,-78.3803
Till Bay,Swamp,34.6629,-78.4406
Town Marsh,Swamp,34.7127,-76.6716
Town Swamp,Swamp,35.9657,-77.1319
Trent Marsh,Swamp,35.0941,-77.0553
Tupelo Bay,Swamp,34.4204,-79.2139
Turkey Pond,Swamp,36.0693,-77.3205
Turkeypen Bay,Swamp,34.3871,-78.3486
Turnbull Swamp,Swamp,34.7921,-78.5886
Two Pond Bay,Swamp,34.3586,-78.0049
Van Swamp,Swamp,35.7018,-76.7902
Vines Bay,Swamp,34.2893,-78.0447
Wahtom Pocosin,Swamp,36.2179,-77.1844
Walnut Pocosin,Swamp,35.3479,-77.8811
Wam Squam Bay,Swamp,34.6452,-78.5211
Ward Bay,Swamp,34.2516,-78.427
Water Hole Bay,Swamp,34.301,-78.9025
Webb Bay,Swamp,34.3807,-78.4875
White Oak Pocosin,Swamp,34.9338,-77.4327
White Oak Swamp,Swamp,34.4574,-78.9778
White Pond Bay,Swamp,34.9972,-78.743
White Pond Bay,Swamp,34.8647,-78.7192
White Shoal Marsh,Swamp,34.6665,-76.5606
Whiteoak Pocosin,Swamp,36.4743,-76.87
Wide Bay,Swamp,34.0743,-78.4186
Wild Cattle Swamp,Swamp,34.0618,-78.7528
Wildcat Bay,Swamp,34.2854,-78.0728
Wildcat Bay,Swamp,34.4668,-78.5006
Williams Bays,Swamp,34.0099,-78.3561
Winnie Moore Bay,Swamp,34.4071,-78.5675
Wolf Bay,Swamp,34.4679,-78.4742
Wolf Pen Bay,Swamp,34.2113,-78.9086
Wolfs Bay,Swamp,34.7527,-78.7247
Wolves Den,Swamp,34.9807,-76.308
Woolie Swamp,Swamp,34.6074,-78.6906
A A Rauchfuss Lake,Reservoir,36.0068,-81.5348
A S U Lake,Reservoir,36.2394,-81.6721
Adams Lake,Reservoir,36.0247,-79.9037
Adams Pond,Reservoir,35.7546,-77.8448
Adcock Pond,Reservoir,35.5768,-78.8481
Aero Plantation Lake Number One,Reservoir,34.9966,-80.745
Aero Plantation Lake Number Two,Reservoir,34.9927,-80.7418
After Bay Reservoir,Reservoir,36.5187,-79.022
Akins Pond Number One,Reservoir,35.6302,-78.8014
Akins Pond Number Two,Reservoir,35.6252,-78.8064
Alexander Pond,Reservoir,35.3354,-79.9402
Alford Brothers Pond,Reservoir,36.0113,-78.2579
Allen Lake,Reservoir,35.9433,-78.8554
Allens Pond,Reservoir,35.6502,-77.488
Allison Lake,Reservoir,35.8918,-80.8198
Allison Lake,Reservoir,35.1298,-83.1576
Alsups Pond,Reservoir,36.1297,-80.3932
American Legion Lake,Reservoir,35.1818,-80.9648
Ames Lake,Reservoir,36.2151,-79.6414
Ammons Pond,Reservoir,35.8185,-78.3581
Andy Pond,Reservoir,35.1767,-79.4945
Angus Barn Pond,Reservoir,35.8968,-78.7681
Annetts Pond,Reservoir,34.3207,-78.8951
Apalachia Lake,Reservoir,35.165,-84.2366
Apex Lake,Reservoir,35.7335,-78.8164
Appalachian Ski Mountain Lake,Reservoir,36.1751,-81.6582
Apple Pond,Reservoir,36.2234,-79.6364
Archie Ellis Pond,Reservoir,35.6448,-77.7976
Arnie Shore Lake,Reservoir,36.1996,-80.6762
Arnold Lake,Reservoir,36.0972,-80.4927
Arran Lake,Reservoir,35.0368,-78.9907
Arrowhead Lake,Reservoir,36.1568,-79.1347
Arrowhead Lake,Reservoir,35.1351,-82.6869
Arthur Lake,Reservoir,35.2176,-82.7803
Ash Pond,Reservoir,34.5918,-78.9692
Asheboro County Club Lake,Reservoir,35.7237,-79.92
Asheville Recreation Park Lake,Reservoir,35.5809,-82.4941
Ashleys Lake,Reservoir,36.1885,-79.0647
Assembly Lake,Reservoir,35.6171,-82.2753
Atagahi Lake,Reservoir,35.1483,-82.7169
Atkins Lake,Reservoir,36.1298,-80.0044
Atkinson Lake,Reservoir,35.6685,-78.2631
Atkinson Mill Pond,Reservoir,35.6685,-78.2597
Auman Lake,Reservoir,35.5707,-79.8483
Austin Pond,Reservoir,35.619,-78.5275
Auto Storage Lake Number Two,Reservoir,35.5751,-80.8798
Aycock Millpond,Reservoir,35.5502,-78.0597
Aydelette Lake,Reservoir,36.0395,-79.7011
Ayscues Pond,Reservoir,36.2779,-78.323
B Everett Jordan Lake,Reservoir,35.708,-79.0346
B V Hedrick Sand and Gravel Lake,Reservoir,34.9738,-79.9021
Babcock Lake,Reservoir,36.158,-80.2841
Back Creek Lake,Reservoir,35.7377,-79.8666
Badin Lake,Reservoir,35.4575,-80.1064
Bagwell Pond,Reservoir,35.7085,-78.5614
Bailes Old Millpond,Reservoir,36.1591,-79.9813
Bailey Lake,Reservoir,35.9951,-78.7864
Baker Pond,Reservoir,35.8868,-78.6647
Baker Quarry Lake,Reservoir,35.041,-80.6125
Bakers Pond,Reservoir,35.2543,-78.876
Bakers Pond,Reservoir,35.3802,-78.6893
Bakers Pond,Reservoir,35.9015,-78.3324
Bald Mountain Lake,Reservoir,35.47,-82.1894
Baldwin Mill Pond,Reservoir,35.8268,-79.2347
Baldwin Pond,Reservoir,35.3154,-79.7237
Baldwins Pond,Reservoir,34.9302,-79.7383
Balsam Lake,Reservoir,35.2687,-82.9696
Banks Brothers Lake,Reservoir,35.2944,-82.5646
Banks Lake,Reservoir,35.2877,-82.6075
Barbees Pond,Reservoir,35.9985,-78.133
Barbours Lake,Reservoir,34.9752,-79.0148
Barnes Lake,Reservoir,35.219,-78.843
Barr Lake,Reservoir,35.4648,-80.6835
Barricks Lake,Reservoir,36.2001,-79.8931
Bass Lake,Reservoir,35.6421,-78.8033
Bass Lake,Reservoir,36.1413,-81.6844
Bass Pond,Reservoir,35.9602,-78.1297
Bass Pond,Reservoir,35.5323,-82.5542
Battley Pond,Reservoir,34.8676,-79.7489
Batts Pond,Reservoir,35.7685,-77.683
Baucom Lake,Reservoir,35.0411,-80.5049
Baumrucker Lake,Reservoir,35.0649,-83.1483
Bay Meadows Lake,Reservoir,35.8735,-78.9937
Beacon Reservoir,Reservoir,35.5903,-82.3885
Beam Lake,Reservoir,35.3814,-81.3382
Beaman Lake,Reservoir,35.8232,-78.5931
Beams Lake,Reservoir,35.2771,-81.5206
Bear Creek Lake,Reservoir,35.2356,-83.0536
Bear Creek Lake W/S Lake Number Six,Reservoir,35.3908,-77.8618
Bear Creek W/S Lake Number Eleven,Reservoir,35.409,-77.8077
Bear Creek W/S Lake Number Fifteen,Reservoir,35.3848,-77.7929
Bear Creek W/S Lake Number Four,Reservoir,35.3885,-77.8914
Bear Creek W/S Lake Number Thirteen,Reservoir,35.3692,-77.8232
Bear Creek W/S Lake Number Three,Reservoir,35.4154,-77.8787
Bear Creek W/S Lake Number Twelve,Reservoir,35.3997,-77.7925
Beard Lake,Reservoir,35.8317,-79.9362
Beason Stoltz Lake,Reservoir,36.1887,-80.2067
Beauchamp Lake,Reservoir,36.0988,-80.376
Beaver Creek Pond,Reservoir,35.0633,-78.9856
Beaver Lake,Reservoir,35.6344,-82.5634
Beaver Lodge Lake Number One,Reservoir,36.3085,-79.5797
Beaverdam Lake,Reservoir,35.8149,-78.5328
Beaverdam Pond,Reservoir,34.1237,-77.9763
Beech Lake,Reservoir,35.3868,-82.4585
Beechwood Lake,Reservoir,35.3855,-82.4573
Beetree Reservoir,Reservoir,35.6456,-82.4021
Bel-Air Pond,Reservoir,35.5967,-81.2715
Belews Lake,Reservoir,36.2837,-80.043
Bell Lake,Reservoir,35.3351,-82.0298
Bellamy Lake,Reservoir,36.1576,-77.7575
Bells Lake,Reservoir,35.6765,-78.7467
Ben Johnson Lake,Reservoir,36.0835,-79.1197
Benbow Lake,Reservoir,35.9862,-79.7892
Benjamin Lake,Reservoir,36.0893,-79.8368
Bennett Mill Pond,Reservoir,36.0568,-76.6647
Bennett Millpond,Reservoir,36.1467,-76.6623
Bennetts Lake,Reservoir,36.1485,-80.3931
Benson Mill Pond,Reservoir,34.3137,-78.7777
Bent Creek Ranch Lake,Reservoir,35.5059,-82.6126
Berry Water Gardens,Reservoir,36.1189,-80.0453
Bessemer City Reservoir,Reservoir,35.2942,-81.2997
Best Pond,Reservoir,34.9007,-78.3496
Big Dan Lake,Reservoir,36.5392,-80.3923
Big Muddy Lake,Reservoir,35.0219,-79.4925
Black Mountain Reservoir,Reservoir,35.6103,-82.2874
Blackley Pond,Reservoir,35.8885,-78.4847
Blackman Pond,Reservoir,35.3371,-78.305
Blackmans Pond,Reservoir,35.2468,-78.4247
Blacks Lake,Reservoir,35.5679,-79.8239
Blackwoods Lake,Reservoir,35.9385,-79.1214
Blanchards Pond,Reservoir,35.3298,-79.0302
Bland Pond,Reservoir,34.8896,-79.7422
Blaylock Lake,Reservoir,36.1735,-80.1648
Blewett Falls Lake,Reservoir,34.9829,-79.8776
Blue Brothers Pond,Reservoir,35.2686,-79.2091
Blue Pond,Reservoir,34.7373,-79.5182
Blue Pond,Reservoir,35.2041,-79.494
Blue Ridge Hills Lake,Reservoir,35.1551,-82.9032
Blue Star Upper Lake,Reservoir,35.2432,-82.5457
Bob Cat Acres Lake,Reservoir,35.8723,-80.0308
Boddies Millpond,Reservoir,36.0039,-78.0432
Bodies Millpond,Reservoir,35.9902,-78.0114
Boiling Spring Lake,Reservoir,34.0464,-78.0368
Bollinger Pond,Reservoir,36.2118,-78.9081
Bonclarken Lake,Reservoir,35.2739,-82.4356
Bones Pond,Reservoir,35.9107,-77.9397
Boney Mill Pond,Reservoir,34.744,-77.9795
Boney Pond,Reservoir,34.8935,-78.3042
Bonnie Doone Lake,Reservoir,35.1131,-78.9441
Bonsal Company Lake,Reservoir,34.9739,-79.9362
Bookout Lake,Reservoir,35.2035,-81.5298
Boones Millpond,Reservoir,36.3781,-77.4526
Boot Lake,Reservoir,35.1302,-82.6852
Bowden Millpond,Reservoir,35.0613,-78.1239
Boy Scout Lake,Reservoir,36.3495,-79.3849
Boy Scout Pond,Reservoir,36.2727,-80.1054
Boyds Lake,Reservoir,34.8956,-79.678
Branson Lake,Reservoir,35.0493,-78.9091
Brantleys Pond,Reservoir,35.9485,-78.1497
Braswell Lake,Reservoir,34.9218,-80.4265
Braswells Lake,Reservoir,36.0482,-77.7682
Brevard Music Center Lake,Reservoir,35.2415,-82.7533
Brewer Lake,Reservoir,35.0347,-80.431
Brewer Lake,Reservoir,35.0135,-84.0882
Briar Lake,Reservoir,35.3153,-82.5029
Bridger Millpond,Reservoir,34.5383,-78.8396
Brier Creek Reservoir,Reservoir,35.8731,-78.8091
Briggs Lake,Reservoir,36.3126,-78.7389
Bright Penny Lake,Reservoir,36.1668,-81.5148
Bright Pond,Reservoir,35.6051,-79.1847
Brinkley Lake,Reservoir,36.0296,-78.7199
Brinkleys Twin Lakes,Reservoir,35.316,-80.9723
Brinkleys Twin Lakes Number One,Reservoir,35.3153,-80.9718
Britt-Fishman Lake,Reservoir,36.2373,-79.8193
Broadacres Lake,Reservoir,35.0163,-79.548
Broadacres Lakes,Reservoir,35.0163,-79.548
Broadwell Lake,Reservoir,34.7968,-78.6464
Brock Pond,Reservoir,35.0607,-77.3564
Brookdale Lake,Reservoir,35.8007,-80.8753
Brooks Lake,Reservoir,36.2325,-79.7224
Broughton Hospital Reservoir,Reservoir,35.6399,-81.7502
Brown Lake,Reservoir,35.497,-82.4709
Brown Lake,Reservoir,35.9135,-78.5147
Brown Lake,Reservoir,36.1768,-80.6015
Browns Pond,Reservoir,35.5935,-78.2364
Broyhill Lake,Reservoir,35.5168,-82.9365
Bruton Mill Pond,Reservoir,35.2851,-79.8931
Bryan Millpond,Reservoir,34.6798,-78.7829
Bryson City Reservoir,Reservoir,35.4649,-83.4674
Buck Ash Pond,Reservoir,35.7118,-80.3631
Buckhorn Lake,Reservoir,35.5385,-78.9897
Buckhorn Lake,Reservoir,35.6918,-78.1214
Buckhorn Lake,Reservoir,36.2169,-79.5955
Buckhorn Reservoir,Reservoir,35.7087,-78.1516
Buckner Lake,Reservoir,35.8408,-82.11
Buffalo Lake,Reservoir,36.1118,-79.7903
Buffalo Lakes,Reservoir,35.2919,-79.0446
Buffalo Ranch Lake,Reservoir,35.3861,-80.5237
Buffkin Pond,Reservoir,34.2074,-78.9399
Buie Pond Big,Reservoir,34.7602,-79.1664
Buie Pond Small,Reservoir,34.7549,-79.1331
Bullard Pond,Reservoir,34.9701,-78.5817
Bullseye Orchard Lake,Reservoir,35.2,-82.3507
Bunn Lake,Reservoir,35.8585,-78.2744
Burges Lake,Reservoir,35.9013,-79.968
Burlington Lake,Reservoir,35.2201,-81.7632
Burlington Mills Lake,Reservoir,35.8101,-80.5631
Burnett Reservoir,Reservoir,35.6612,-82.3454
Busbee Reservoir,Reservoir,35.5432,-82.5079
Butler Pond,Reservoir,34.0088,-78.5428
Butler Pond,Reservoir,36.2829,-79.4886
Byrd Mill Pond,Reservoir,35.2898,-78.7726
C E Harry Lake,Reservoir,35.1718,-81.4616
C F Stone Estate Lake,Reservoir,36.2585,-80.3748
C N Robertson Pond,Reservoir,35.8264,-78.4575
C P and L Ash Pond,Reservoir,36.4832,-79.0689
Cabarrus Country Club Lake Number One,Reservoir,35.3901,-80.6448
Cady Lake,Reservoir,35.0551,-80.7948
Cagles Pond,Reservoir,36.4751,-77.8247
Caldmont Lake,Reservoir,36.2168,-78.9781
Calvin Ray Pond,Reservoir,36.0035,-78.4997
Cambro Pond,Reservoir,35.298,-78.9061
Camelot Woods Lake,Reservoir,36.3968,-80.1998
Cameron Pond,Reservoir,35.6585,-79.2864
Camerons Lake,Reservoir,34.9927,-79.5465
Camp Adventure Lake,Reservoir,35.9835,-78.6881
Camp Blue Star Lake Number Two,Reservoir,35.2468,-82.5385
Camp Burgess Glen Lake,Reservoir,35.1359,-82.6304
Camp Charles Lake,Reservoir,35.763,-78.1486
Camp Cheerio Lake,Reservoir,36.4018,-81.0131
Camp Daniel Boone Lake,Reservoir,35.3934,-82.8965
Camp Deer Lake,Reservoir,35.4951,-82.6182
Camp Durant Lake Number One,Reservoir,35.8918,-78.5781
Camp Durant Lake Number Two,Reservoir,35.8902,-78.5847
Camp Grier Lake,Reservoir,35.6406,-82.1949
Camp Hanes Lake,Reservoir,36.3628,-80.3597
Camp Kanata Lake Number One,Reservoir,35.9985,-78.5664
Camp Kanata Lake Number Two,Reservoir,35.9968,-78.5681
Camp Keyauwee Lake,Reservoir,35.7968,-79.9439
Camp Maranatha Lake,Reservoir,35.8068,-79.3314
Camp Nawaka Lake,Reservoir,35.8285,-79.7731
Camp Newkirk Pond,Reservoir,34.64,-77.9286
Candor City Reservoir,Reservoir,35.2776,-79.7123
Cane Creek Lake,Reservoir,34.8335,-80.6931
Canton Reservoir,Reservoir,35.5882,-82.8437
Capelsie Lake,Reservoir,35.3251,-79.8614
Capitol Kiwanis Club Pond,Reservoir,35.5829,-78.9279
Capples Pond,Reservoir,34.9645,-79.6805
Capps Lake,Reservoir,35.4466,-82.5021
Caraway Lake Number One,Reservoir,35.7724,-79.8946
Caraway Lake Number Two,Reservoir,35.7635,-79.8981
Cardinal Country Club Lake,Reservoir,36.1346,-79.9161
Carl Hamlett Lake,Reservoir,35.7567,-79.8201
Carlson Farms Lake,Reservoir,36.1481,-79.8891
Carmel Lake,Reservoir,35.1004,-80.8148
Carolina Forest Lake,Reservoir,35.4985,-79.2847
Carolina Lake,Reservoir,34.0293,-77.8968
Carolina Lake,Reservoir,35.748,-78.3919
Carolina Lake,Reservoir,35.2511,-82.7302
Carpenters Lake,Reservoir,35.4182,-81.1927
Carriker Pond,Reservoir,35.1271,-79.72
Carter Lake,Reservoir,35.6956,-79.7241
Carter Lake,Reservoir,36.2346,-79.8218
Carter Lake Number One,Reservoir,35.6765,-79.4036
Carthage Lake Number Two,Reservoir,35.3296,-79.3793
Carvers Lake,Reservoir,36.2863,-79.1694
Cascade Lake,Reservoir,35.2115,-82.6337
Cash Lake,Reservoir,36.2301,-78.7297
Cashiers Lake,Reservoir,35.1069,-83.1007
Cass Fishing Lake,Reservoir,36.038,-80.8772
Castlebury Lake,Reservoir,35.7633,-78.9383
Caswell Wildlife Mgmt Area Pond O,Reservoir,36.3567,-79.3447
Caswell Wildlife Mgmt Area Pond T,Reservoir,36.4401,-79.2181
Catawba Lake,Reservoir,34.9302,-79.5531
Catfish Lake,Reservoir,35.4551,-81.0881
Cattail Lake,Reservoir,35.6774,-78.2742
Cedar Cliff Lake,Reservoir,35.2462,-83.0877
Cedar Creek Lake,Reservoir,36.0025,-80.538
Cedar Lake,Reservoir,35.4018,-81.4515
Cedar Mountain Lake,Reservoir,35.547,-82.4579
Cedar Village Lake,Reservoir,35.8453,-79.0949
Cedarbrook Lake,Reservoir,36.3068,-80.8544
Cedarwood Lake,Reservoir,35.7404,-79.7555
Challis Lake,Reservoir,35.0895,-80.8206
Chandler Lake,Reservoir,35.9818,-78.7864
Chappell Pond,Reservoir,35.2035,-79.6964
Charles Norwood Lake,Reservoir,35.4902,-77.858
Charlotte Plastics Lake,Reservoir,35.0394,-80.6226
Charlotte Plastics Lake Number Two,Reservoir,35.0447,-80.6254
Charlotte Reservoir,Reservoir,35.283,-80.8939
Chatuge Lake,Reservoir,34.9896,-83.7731
Cheek Lake,Reservoir,34.8202,-80.6298
Cheoah Lake,Reservoir,35.449,-83.9366
Cheoah Valley Lake,Reservoir,35.4627,-83.9266
Cherryville City Reservoir,Reservoir,35.3769,-81.3549
Cherryville Country Club Lake,Reservoir,35.3955,-81.3493
Chesterfield Lake,Reservoir,35.477,-78.7208
Chestnut Pond,Reservoir,34.9734,-78.284
Chetola Lake,Reservoir,36.1381,-81.6724
Chryson Lake,Reservoir,36.4535,-80.8748
Chub Lake,Reservoir,36.452,-79.0076
Circle T Lake,Reservoir,34.73,-79.0906
City Lake,Reservoir,34.8857,-79.6894
City Lake,Reservoir,35.8625,-80.2137
City Pond,Reservoir,34.9232,-80.0803
City Water Works Lake,Reservoir,35.4849,-79.0931
Clapp Pond,Reservoir,35.7746,-79.4669
Clark Lake,Reservoir,35.9397,-78.9987
Clark Millpond,Reservoir,34.4511,-78.5383
Clarks Lake,Reservoir,35.2429,-78.8437
Clarks Lake,Reservoir,36.319,-79.7077
Clarks Pond,Reservoir,35.0852,-78.9281
Clearwater Lake,Reservoir,35.8649,-79.0427
Cliffside Lake,Reservoir,35.0798,-83.2352
Cliftons Pond,Reservoir,35.999,-78.3503
Clinard Lake,Reservoir,36.1409,-80.3313
Clodfelter Lake,Reservoir,35.6935,-80.2914
Club Lake,Reservoir,35.0498,-83.2183
Cobles Reservoir,Reservoir,35.7478,-80.2941
Coffey Trout Lake,Reservoir,36.0721,-81.7732
Coffmans Lake,Reservoir,36.4701,-78.183
Cogdells Pond,Reservoir,35.4079,-78.03
Cold Springs Saddle Club Lake,Reservoir,35.0929,-83.1792
Coley Pond,Reservoir,35.9968,-77.883
College Lake,Reservoir,35.1435,-78.8814
Collins Lake,Reservoir,34.8535,-80.4338
Collins Pond,Reservoir,36.0218,-77.9247
Comm Scope Lake,Reservoir,35.6501,-81.0315
Concordia Farms Lake,Reservoir,34.8524,-80.1777
Cone Mills Lake,Reservoir,35.2835,-81.8015
Conrad Lake,Reservoir,36.1194,-80.4412
Continental Can Company Lake,Reservoir,35.7785,-78.8264
Coon Lake,Reservoir,35.9971,-80.4086
Cooper Lake,Reservoir,36.0268,-80.3281
Coopers Pond,Reservoir,36.1053,-77.9441
Corbetts Pond Number One,Reservoir,35.8002,-78.2091
Corning Pond,Reservoir,34.9301,-79.6738
Corwells Millpond,Reservoir,36.5118,-77.5061
Council Millpond,Reservoir,34.4354,-78.472
Country Club Lake,Reservoir,34.7017,-79.2613
Country Club Lake,Reservoir,35.1059,-78.8936
Cox Lake,Reservoir,36.3705,-80.5229
Cox Lake,Reservoir,35.7585,-79.7531
Cox Lake,Reservoir,36.2885,-80.4364
Cox Pond,Reservoir,34.8901,-79.7257
Crabtree Creek W/S,Reservoir,35.8751,-78.8247
Crabtree Creek W/S Number Eighteen,Reservoir,35.7985,-78.8197
Crabtree Creek Water Shed,Reservoir,35.8168,-78.8547
Craggy Dam Reservoir,Reservoir,35.6418,-82.5999
Cranberry Lake,Reservoir,36.1427,-81.9704
Crappie Lake,Reservoir,35.054,-79.5691
Crawford Lake,Reservoir,34.8939,-79.5721
Crawford Lake,Reservoir,34.8471,-80.0586
Crawfords Lake,Reservoir,36.0938,-80.0703
Crawleys Pond,Reservoir,36.3555,-77.7879
Creeson Lake,Reservoir,36.1625,-80.2504
Crooked Creek Lake,Reservoir,35.2831,-82.4722
Cross Pond,Reservoir,34.6122,-78.6033
Crumpler Millpond,Reservoir,35.0597,-78.5045
Crystal Lake,Reservoir,36.0872,-79.2023
Crystal Lake,Reservoir,35.2395,-79.3106
Crystal Springs Lake,Reservoir,35.0851,-80.9081
Cumberland Pond,Reservoir,35.0039,-78.9569
Cunningham Lake,Reservoir,35.2641,-79.7339
Currie Pond,Reservoir,35.1568,-79.6264
Curries Pond,Reservoir,35.2245,-79.6259
Currin Lake,Reservoir,35.1931,-78.8624
Currys Pond,Reservoir,35.2211,-79.6899
Cypress Lake,Reservoir,34.5967,-78.2215
D and J Farms Lake,Reservoir,35.1202,-80.237
Dafor Lake,Reservoir,35.4077,-80.135
Dails Pond,Reservoir,35.0813,-77.9346
Dallas Lake,Reservoir,35.3801,-81.1915
Dalton Pond,Reservoir,36.1612,-80.2251
Dan Nicholas Lake,Reservoir,35.6418,-80.3481
Danga Lake,Reservoir,35.214,-80.9717
Daniel Lumber Company Lake,Reservoir,36.0509,-79.8871
Daniels Lake,Reservoir,35.8489,-80.5731
Davis Lake,Reservoir,35.5902,-82.4492
Davis Lake,Reservoir,35.8687,-79.8555
Davis Lake Number One,Reservoir,35.9585,-80.0681
Davis Lake Number Two,Reservoir,35.9568,-80.0698
Davis Millpond,Reservoir,35.1933,-77.7842
Davis Pond,Reservoir,35.1854,-77.7852
Davis-Braun Pond,Reservoir,36.3818,-78.9214
Deavers Pond,Reservoir,35.1624,-77.9569
Debary Millpond,Reservoir,36.4721,-77.258
Deep Creek W/S Number Sixteen,Reservoir,36.2256,-80.7283
Deep Creek W/S Structure Number Six B,Reservoir,36.1503,-80.7621
Deep Woods Lake,Reservoir,35.1625,-82.7509
Deer Park Lake,Reservoir,35.9208,-82.1004
Deering Milliken Lake,Reservoir,35.2568,-82.1765
Dellwood Lake,Reservoir,35.5194,-82.5906
Delta Lake,Reservoir,35.2503,-80.7314
Deneen Reservoir,Reservoir,35.9035,-82.1882
Derose Pond,Reservoir,34.8647,-78.4072
Dewars Pond,Reservoir,35.5147,-78.9306
Dewitt Pond,Reservoir,35.1348,-79.7241
Dickerson Lake,Reservoir,36.2551,-78.5397
Different Drum Lake,Reservoir,36.2245,-81.7569
Dillard Millpond,Reservoir,36.2325,-76.6676
Dillons Twin Lakes,Reservoir,35.2878,-80.8437
Dix Hill Conference Center Pond,Reservoir,35.7352,-78.7064
Dixie Pond,Reservoir,34.9632,-79.4253
Dobbs Lake Number One,Reservoir,35.2151,-81.1815
Dodds Millpond,Reservoir,34.4518,-78.405
Dodsons Lake,Reservoir,35.8789,-79.6315
Doggett Lake,Reservoir,36.4972,-80.6534
Dogwood Lake,Reservoir,36.0015,-79.8954
Doolittle Millpond,Reservoir,36.4073,-77.2504
Doug Young Lake Number Two,Reservoir,36.1483,-80.3252
Dover Pond A,Reservoir,35.7402,-78.7197
Doziers Lake,Reservoir,36.1452,-77.9564
Dubose Lake,Reservoir,35.4561,-82.5867
Duck Lake,Reservoir,35.3259,-79.9096
Dudley Pond,Reservoir,34.9589,-78.7513
Duke Power Park Lake,Reservoir,35.6701,-80.9331
Dukes Lake,Reservoir,35.8956,-78.336
Dumaines Lake,Reservoir,36.4987,-79.8454
Dunnaway Pond,Reservoir,35.8801,-78.7331
Dupont Lake,Reservoir,35.1868,-82.6237
Durham Lake,Reservoir,36.1072,-80.4373
Durham Wildlife Club Lake,Reservoir,35.8699,-78.8762
Durhams Lake,Reservoir,35.2818,-78.058
Dutchman Creek W/S Number Five,Reservoir,36.0135,-80.6315
Dutchman Creek W/S Number Six,Reservoir,35.9901,-80.5965
Dutchman Creek W/S Number Ten,Reservoir,35.9821,-80.51
Dutchman Creek W/S Number Two,Reservoir,36.0435,-80.6548
Dutchmans Creek Lake,Reservoir,35.8868,-80.4914
Dynamite Lake,Reservoir,36.2227,-77.2693
Eagle Lake,Reservoir,35.1772,-80.9428
Eagles Nest Lake,Reservoir,35.1301,-82.6598
Earnhardt Lake,Reservoir,35.4923,-80.7427
East Buttke Dam,Reservoir,35.8417,-79.8387
East Hamlett Lake,Reservoir,35.7655,-79.7913
Echo Lake,Reservoir,35.314,-82.5036
Echo Lake,Reservoir,35.5468,-82.3395
